supplier,code,description,brand,price,category
ACCO,31366,PQTE. POUCHE  CARTA / 5MIL (125 MIC) / 229X292 MM / 5UNID GBC,GBC,1454.3067226890753,POUCHE CARTA 125 MIC
ACCO,51560,DIVISOR TILIDISCO UNIVERSITARIO ACADEMIE 6 HOJAS TILIBRA,TILIBRA,1463.2352941176468,ACCESORIOS CUADERNOS C/DISCO
ACCO,51978,FICHAS TILIDISCO PUNTILLADAS 50 HOJAS TILIBRA,TILIBRA,1463.2352941176468,ACCESORIOS CUADERNOS C/DISCO
ACCO,51741,LIBRETA 1/8 NEON AZUL 80 HOJAS AZULES 75 GRAMAJE TILIBRA,TILIBRA,1463.2352941176468,LIBRETA 1/8
ACCO,51524,LIBRETA 1/8 NEON FUCSIA 80 HOJAS FUCSIA 75 GRAMAJE TILIBRA,TILIBRA,1463.2352941176468,LIBRETA 1/8
ACCO,51526,LIBRETA 1/8 NEON NARANJA 80 HOJAS NARANJA 75 GRAMAJE TILIBRA,TILIBRA,1463.2352941176468,LIBRETA 1/8
ACCO,51743,LIBRETA 1/8 NEON PURPURA 80 HOJAS PURPURAS 75 GRAMAJE TILIBRA,TILIBRA,1463.2352941176468,LIBRETA 1/8
ACCO,51525,LIBRETA 1/8 NEON TURQUESA 80 HOJAS TURQUESA 75 GRAMAJE TILIBRA,TILIBRA,1463.2352941176468,LIBRETA 1/8
ACCO,51744,LIBRETA 1/8 NEON VERDE LIMON 80 HOJAS VERDE LIMON 75 GRAMAJE TILIBRA,TILIBRA,1463.2352941176468,LIBRETA 1/8
ACCO,51754,"PORTAMINAS 0,7 MM FRUTAS TILIBRA",TILIBRA,1463.2352941176468,PORTAMINAS
ACCO,51755,"PORTAMINAS 0,7 MM PARAGUAS TILIBRA",TILIBRA,1463.2352941176468,PORTAMINAS
ACCO,51435,REFILL COLEG MAGIC 80HOJAS 313513 TILIBRA,TILIBRA,1463.2352941176468,REFILL TILIDISCO
ACCO,51177,CINTA CORRECTORA 5M MAGIC BL D12 325783 TILIBRA,TILIBRA,1536.397058823529,CINTA CORRECTORA
ACCO,51561,DIVISOR TILIDISCOSUPER CLASS ACADEMIE 6 HOJAS  TILIBRA,TILIBRA,1536.397058823529,REFILL TILIDISCO
ACCO,51884,ESTUCHE FLAT ACADEMIE AZUL TILIBRA,TILIBRA,1536.397058823529,ESTUCHE FLAT
ACCO,51465,ESTUCHE FLAT ACADEMIE NEGRO TILIBRA,TILIBRA,1536.397058823529,ESTUCHE FLAT
ACCO,51449,ESTUCHE FLAT YOUNG GRIS TILIBRA,TILIBRA,1536.397058823529,ESTUCHE FLAT
ACCO,51423,FICHA LINEAL BLANCAS & COLORES 50 HOJAS TILIBRA,TILIBRA,1536.397058823529,FICHAS
ACCO,51418,FICHA LINEAL COLORES 50 HOJAS TILIBRA,TILIBRA,1536.397058823529,FICHAS
ACCO,52002,FICHAS PAUTADAS BLANCA 100 HOJAS TILIBRA,TILIBRA,1536.397058823529,FICHAS
ACCO,52006,MARCADOR MINI JUMBO 6 COLORES CAJA 12 UNIDADES TILIBRA,TILIBRA,1536.397058823529,MARCADORES
ACCO,51716,WASHI TAPE 3 DISEÑOS GYPSY BLISTER TILIBRA,TILIBRA,1536.397058823529,WASHI TAPE
ACCO,70006,"CALCULADORA BOLSILLO (5,6X8,7CMS)| 8 DIGITOS | COLOR GRIS  |BLISTER BARRILITO",BARRILITO,1570.0367647058827,CALCULADORAS
ACCO,50799,"PORTAMINAS 0,7 MM CACTUSTILIBRA",TILIBRA,1610.294117647059,PORTAMINAS
ACCO,50783,"PORTAMINAS 0,7 MM ZANAHORIA TILIBRA",TILIBRA,1610.294117647059,PORTAMINAS
